PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL
3268865;1;SÃO PAULO;VH AFRI TWO OCEANS CHARDONNAY 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;149
3269565;1;SÃO PAULO;HAIR SPR CHARMING NORMAL 200ML;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;May-2019;PA;0
3270080;1;SÃO PAULO;ORG MUSS BUF ORG BOLA GONDWANA 300G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
3272534;1;SÃO PAULO;ORG PERA WILLIAMS IMP 1KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3272763;1;SÃO PAULO;FLOR KALANCHOE DOBRADO PT15;BAZAR;PET E JARDIM;JARDINAGEM;JARDIM PAULISTA;May-2019;PA;241
3272794;1;SÃO PAULO;ZAATAR ZEENNY COM GERGELIM 125G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;65
3272817;1;SÃO PAULO;TAHINE ZEENNY 250G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;40
3274712;1;SÃO PAULO;CHOC C/AMEND BELINHA MEIA LUA 200G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;757
3274729;1;SÃO PAULO;CHOC C/AMEND CLAUDIAS LATA 175G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;196
3274750;1;SÃO PAULO;BISC GOODIES AMARGO 150G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;16
3274767;1;SÃO PAULO;BISC GOODIES AO LTE 150G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;0
3274774;1;SÃO PAULO;BISC AMANT SORTIDO PRINCESA 400G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;4193
3274781;1;SÃO PAULO;BISCOITO LOL CHOCOLATE BRANCO;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;0
3275580;1;SÃO PAULO;MAC ITA BARILLA FETTUCCINE 500GR;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;May-2019;PA;913
3278604;1;SÃO PAULO;SAB PALM NUTRI MILK REG 85G;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;48
3278789;1;SÃO PAULO;SAB LIQ PALM NUTRI MILK 250ML;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;195
3279526;1;SÃO PAULO;PASSATA LA PASTINA 680G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;42
3281260;1;SÃO PAULO;CHUMAKI CALIFORNIA YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281277;1;SÃO PAULO;CHUMAKI SALADA SALMAO YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281284;1;SÃO PAULO;CHUMAKI SALMAO YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281291;1;SÃO PAULO;FUTOMAKI YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281307;1;SÃO PAULO;HOSSOMAKI KANI KAPPA YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281796;1;SÃO PAULO;MINI SALMAO YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281802;1;SÃO PAULO;MINI SUSHI YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281819;1;SÃO PAULO;OUGUI SALMAO YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281833;1;SÃO PAULO;HOSSOMAKI SALMAO KAPPA YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3281840;1;SÃO PAULO;SUSHI SALMAO COMBINADO YAMATO UN;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3282083;1;SÃO PAULO;CAFE SOL PILAO SACHE 50 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;416
3285237;1;SÃO PAULO;SEV CAO ADULTO PERU MANGA RP 1KG;BAZAR;PET E JARDIM;PET;JARDIM PAULISTA;May-2019;PA;0
3285657;1;SÃO PAULO;GRANADILLA IMPORTADA CD UNIDADE;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;166
3285664;1;SÃO PAULO;PITAYA AMARELA IMPORTADA CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;165
3285688;1;SÃO PAULO;PITAYA VERMELHA NAC CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;708
3285695;1;SÃO PAULO;MANGOSTIN CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3285862;1;SÃO PAULO;PURIF BOM AR FRESHMATI CT RF 250ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;145
3286548;1;SÃO PAULO;LTE FERM CHAMYTO BIG 720G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;May-2019;PA;626
3288078;1;SÃO PAULO;CR MAOS NIVEA Q10 75G ANTIIDADE;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;73
3293065;1;SÃO PAULO;SUCO CASA DE BENTO UVA 1L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;109
3293706;1;SÃO PAULO;ORG KIWI 350G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3294116;1;SÃO PAULO;PACOCA ROLHA YOKI T BRAS 352G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;0
3294123;1;SÃO PAULO;PACOCA TABLETE YOKI T BRAS 352G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;0
3294130;1;SÃO PAULO;PE DE MOLEQUE YOKI T BRAS 306G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;51
3296851;1;SÃO PAULO;DOG CHOW FILH RACAS PEQ 1KG;BAZAR;PET E JARDIM;PET;JARDIM PAULISTA;May-2019;PA;40
3296905;1;SÃO PAULO;DOG CHOW AD RACAS MED/GR 3KG;BAZAR;PET E JARDIM;PET;JARDIM PAULISTA;May-2019;PA;103
3296943;1;SÃO PAULO;DOG CHOW ADULTOS RACAS PEQ 3KG;BAZAR;PET E JARDIM;PET;JARDIM PAULISTA;May-2019;PA;194
3297506;1;SÃO PAULO;COGUMELO PLEUR SALMON FUNZION 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;35
3297520;1;SÃO PAULO;COG SHIMEJI BCO FUNZIONALE 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;1210
3297537;1;SÃO PAULO;COGUMELO PARIS NAT FUNZIONALE 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;2560
3297544;1;SÃO PAULO;COGUMELO SHITAKE FUNZIONALE 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;1026
3297551;1;SÃO PAULO;COGUMELO DUO SALUTARE FUNZION 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;282
3297933;1;SÃO PAULO;ORG KIWI ITALIANO 500G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3298183;1;SÃO PAULO;POPCORN MICRO YOKI TOQ DE CHEF 100G;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;296
3298268;1;SÃO PAULO;POPCORN MICRO YOKI MINI C/SAL 50G;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;211
3299203;1;SÃO PAULO;REFRI GUARANA ANTARCTICA PET 1.5L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;1440
3299210;1;SÃO PAULO;REFRI GUARANA ZERO ANTARC PET 1.5L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;1702
3299241;1;SÃO PAULO;REFRI PEPSI COLA PET 1.5L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;222
3299371;1;SÃO PAULO;KIT DENTAL ORAL GIFT NEW;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;May-2019;PA;21
3299586;1;SÃO PAULO;CAROLINA ACUCARADA DULCA 100G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;May-2019;PA;151
3301616;1;SÃO PAULO;QA ALHO PASTA QUALITA 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;43
3304242;1;SÃO PAULO;ORG MUSSARELA BUF ORG CER GONDWANA;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
3304259;1;SÃO PAULO;ORG QJ MINAS DE BUF ORG GONDWANA 30;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
3304396;1;SÃO PAULO;ORG RICOTA BUF ORG GONDWANA 300G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
3305720;1;SÃO PAULO;CHOC C/AMENDOAS DAMADAS M/LUA 200G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;269
3305768;1;SÃO PAULO;CANELA PO CHINATOWN 40G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;50
3305775;1;SÃO PAULO;COENTRO GRAOS CHINATOWN 20G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;12
3305799;1;SÃO PAULO;LOURO FOLHAS CHINATOWN 4G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;55
3305805;1;SÃO PAULO;NOZ MOSCADA CHINATOWN 9G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;54
3305812;1;SÃO PAULO;PIMENTA CALABREZA CHINATOWN 30G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;20
3305836;1;SÃO PAULO;PIMENTA REINO GRAO CHINATOWN 30G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;206
3305843;1;SÃO PAULO;PIMENTA BCA GRAO CHINATOWN 30G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3309957;1;SÃO PAULO;BISC AMANT BAUDUCCO BAN/CAN 375G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;64
3310649;1;SÃO PAULO;COLORAL CHINATOWN 50G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;47
3314388;1;SÃO PAULO;VH CH TT STA CAROL CARMEN RES 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;0
3316252;1;SÃO PAULO;SUPORTE PARA COADOR 103 CORES;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;179
3316719;1;SÃO PAULO;NECT SUFRESH MORANGO TP 1L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;156
3318706;1;SÃO PAULO;MESA PASSAR REG ALTURA TERM 995;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;May-2019;PA;0
3319451;1;SÃO PAULO;GRANOLA TIA SONIA PT 350G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;May-2019;PA;0
3320471;1;SÃO PAULO;VH CH TT STA CAROL MERLOT RES 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;178
3320976;1;SÃO PAULO;PH DUALETTE FT C/12 20M;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART HIGIENICOS;JARDIM PAULISTA;May-2019;PA;177
3321195;1;SÃO PAULO;BROCOLIS NINJA/COUVE FLOR 300G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;6092
3321409;1;SÃO PAULO;BROTO DE FEIJAO 500G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3321423;1;SÃO PAULO;BROTO DE ALFAFA 150G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3321430;1;SÃO PAULO;BROTO DE TREVO 150G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3323618;1;SÃO PAULO;SAPOTI CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3324943;1;SÃO PAULO;MAC INST YAKISSOBA NISSIN 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;May-2019;PA;242
3327609;1;SÃO PAULO;CAFE COM LEITE 3 CORACOES LT 330 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;131
3327678;1;SÃO PAULO;PAO QUEIJO TRADIC F MINAS PCT 400G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;3384
3327845;1;SÃO PAULO;PAO QUEIJO COQUIT F MINAS PCT 400G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;2579
3328071;1;SÃO PAULO;CR NIV BODY BYE BYE CELULITE 200ML;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;152
3332276;1;SÃO PAULO;QA ALHO PIC S/SAL QUALITA 1KG;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;95
3338438;1;SÃO PAULO;CHOC SUI LINDT LINDOR HAZELNUT 100G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;377
3340493;1;SÃO PAULO;CERV ALEMA HOFBRAU 500ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;May-2019;PA;125
3340745;1;SÃO PAULO;SOPAO MAGGI COSTELA 200G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;22
3344828;1;SÃO PAULO;BISC ITA MIL FOLH AVEL VICENZI 125G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;0
3345085;1;SÃO PAULO;SALSA EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3347171;1;SÃO PAULO;MIST BOLO FLEISCHMANN LARANJA 450 G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;41
3347188;1;SÃO PAULO;CAFE SOL NESCAFE TRADICAO SCH 50 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;878
3347195;1;SÃO PAULO;MIST BOLO FLEISCHMANN BAUN 450GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;5
3347201;1;SÃO PAULO;CAFE SOL NESCAFE TRADICAO VD 100 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;757
3347218;1;SÃO PAULO;MIST BOLO FLEISCHMANN COCO 450GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;23
3347225;1;SÃO PAULO;MIST BOLO FLEISCHMANN CHOC 450GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;17
3347232;1;SÃO PAULO;MIST BOLO FLEISCHM CHOC/MENT 450GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;17
3348727;1;SÃO PAULO;ESSENCIA BAUN FCO FLEISCHMANN 30ML;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;461
3350331;1;SÃO PAULO;CURAT BAND AID PEQ FERIMENTOS 16UN;MUNDO FARMACIA;DROGARIAS;OTC;JARDIM PAULISTA;May-2019;PA;0
3350348;1;SÃO PAULO;CURAT BAND AID TRANSPARENTE 10UN;MUNDO FARMACIA;DROGARIAS;OTC;JARDIM PAULISTA;May-2019;PA;0
3350355;1;SÃO PAULO;CURAT BAND AID HELLO KITTY;MUNDO FARMACIA;DROGARIAS;OTC;JARDIM PAULISTA;May-2019;PA;41
3352465;1;SÃO PAULO;INSET BAYGON PET 500ML CITRONELA;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;29
3352595;1;SÃO PAULO;ARROZ CUL ITALIANA CAMIL 1K;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;270
3354919;1;SÃO PAULO;GELEIA QUEENSB DIET FRTAS VERM 280G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;111
3354926;1;SÃO PAULO;GELEIA QUEENSB DIET DAMASCO 280G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;77
3354964;1;SÃO PAULO;GELEIA DE PIMENTA VERM QUEENSB 320G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;374
3356456;1;SÃO PAULO;TOFU NATURAL SAMURAI 300G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3356470;1;SÃO PAULO;TOFU ERVAS FINAS SAMURAI 300G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3356760;1;SÃO PAULO;PATE TOFU AZEITON/ALCAP SAMUR 160G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3357156;1;SÃO PAULO;HOT POCKET X BURGER SADIA POSB 145G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;115
3357163;1;SÃO PAULO;HOT POCKET X FGO SADIA POSF 145G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;124
3358559;1;SÃO PAULO;BBOM OURO BRANCO UN 21.5G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;7
3360347;1;SÃO PAULO;QJ MINAS FRESCAL POLENGHI 400G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;371
3360767;1;SÃO PAULO;MEXILHAO LIMPO PRE COZIDO PCT 250G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;63
3360798;1;SÃO PAULO;LULA EM ANEIS COZIDO PCT 250G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3361061;1;SÃO PAULO;CARNE DE SIRI COZIDO VAPOR PCT 250G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3361979;1;SÃO PAULO;ALHO FREE TRITURADO S/SAL 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;111
3362938;1;SÃO PAULO;SOB ESP MANJAR COCO DR OETKER 200GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;17
3363263;1;SÃO PAULO;MASS PIZZ M LEVE FRIGID C/10UN 250G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;May-2019;PA;326
3370407;1;SÃO PAULO;AZEITE PORTUCALE EXTRA VIRGEM 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;May-2019;PA;17
3370513;1;SÃO PAULO;AZ PORT EV VILAFLOR GFA QUAD 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;May-2019;PA;595
3371862;1;SÃO PAULO;BISC RECH MOR BAUDUCCO 140G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;19
3371879;1;SÃO PAULO;BISC RECH BRIG BAUDUCCO 140G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;5
3372050;1;SÃO PAULO;GFA TERM PS LUMINA INOX 1.8L 9750;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;May-2019;PA;0
3372555;1;SÃO PAULO;BISC PEDIGREE MARROBONE 200GRS;BAZAR;PET E JARDIM;PET;JARDIM PAULISTA;May-2019;PA;373
3372951;1;SÃO PAULO;VONGOLE LIMPO PRE COZIDO 250G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3374443;1;SÃO PAULO;LTE COND ITALAC TP 395G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;May-2019;PA;543
3374498;1;SÃO PAULO;TQ CARAMBOLA ORG TAEQ 400G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
3376799;1;SÃO PAULO;REQ CREM AVIACAO TRAD 250G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;May-2019;PA;1888
3377598;1;SÃO PAULO;BEIRUTE DE PEITO PERU 190G;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
3379639;1;SÃO PAULO;VH FRA TTO BARON DE DUCVILLE 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;571
3381113;1;SÃO PAULO;MILHO CASINO 285G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;0
3381120;1;SÃO PAULO;MILHO CASINO 140G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;0
3381335;1;SÃO PAULO;POLVO COZ CAVALO MARINHO 250G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;344
3382592;1;SÃO PAULO;MOL TOM CASINO BOLONHESA VD 420GR;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;79
3382622;1;SÃO PAULO;MOL TOM CASINO PROVENCAL VD 420GR;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;0
3382639;1;SÃO PAULO;MOL TOM CASINO NAPOLITAN VD 420GR;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;23
3382677;1;SÃO PAULO;MEXILHAO MEIA CONCHA F CAV MAR 500G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
3382714;1;SÃO PAULO;BISC FRANC CASINO TUILES AMEN 100G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;388
3382981;1;SÃO PAULO;CHOC FRA CASINO RECH PRALINE 150G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;0
3383643;1;SÃO PAULO;BISC FRA CASINO GENOISE LIMAO 150G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;14
3383797;1;SÃO PAULO;CHOC FRA CASINO AO LTE 100G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;227
3384206;1;SÃO PAULO;MINI CEBOLA DESCASCADA S.GREEN 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3384213;1;SÃO PAULO;COGUMELO SHITAKE S.GREEN 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3384268;1;SÃO PAULO;ESPINAFRE S. GREEN 300G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3384275;1;SÃO PAULO;ALFACE FRISSE S. GREEN 150G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3384282;1;SÃO PAULO;ALFACE ROMANA MINI S.GREEN 2 UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
3384374;1;SÃO PAULO;COL JOHNSONS BABY HORA SONO 200ML;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;654
3384473;1;SÃO PAULO;CUPUACU CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;35
3384732;1;SÃO PAULO;MINI CENOURA CASINO 265G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;0
3385418;1;SÃO PAULO;COUSCOUS CASINO 500G;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;775
3385692;1;SÃO PAULO;SALADA HORTALICAS VAR HIDROP SGREEN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
