PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL JUNHO
1119492;1;SÃO PAULO;CJ JG AMER BAMBU ETNA MR 30X45 4P;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119493;1;SÃO PAULO;LUGAR AMERICANO ZIG ZAG PVC VERDE;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119494;1;SÃO PAULO;LUGAR AMERICANO ZIG ZAG PVC VERM;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119495;1;SÃO PAULO;LUGAR AMERICANO ZIG ZAG PVC AZUL;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119496;1;SÃO PAULO;LUGAR AMERICANO ZIG ZAG PVC LARANJA;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119498;1;SÃO PAULO;KIT LUVA E PANO DE PRATO 2 P AS;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119499;1;SÃO PAULO;PANO DE COPA AVULSO ESTAMPADO;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119500;1;SÃO PAULO;TOALHA MESA JACQUARD NEO BG 160X160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119501;1;SÃO PAULO;TOALHA MESA JACQUARD NEO BC 160X160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119520;1;SÃO PAULO;ESPELHO C/MOLDURA LINEA 34X44CM BCO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119521;1;SÃO PAULO;ESPELHO C/MOLDURA LINEA 34X44CM PTO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119522;1;SÃO PAULO;ESPELHO C/MOLDURA LINEA 34X34CM BCO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119523;1;SÃO PAULO;ESPELHO C/MOLDURA LINEA 34X34CM PTO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119524;1;SÃO PAULO;ESPELHO C/MOLD LINEA 34X104CM BCO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119525;1;SÃO PAULO;CJ POTE PLASTICO ETNA TAMISA 21PCS;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119528;1;SÃO PAULO;QUEIJEIRA RETRO COZA TRANSP D12CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119530;1;SÃO PAULO;FARINHEIRA COZA BRANCA 900 ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119531;1;SÃO PAULO;PRATO FDO OPAL BORMIOLI TOLEDO 25CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119533;1;SÃO PAULO;PRATO SOBR OPAL BORM TOLEDO 25CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119536;1;SÃO PAULO;PRATO RSO OPAL BORMIOLI TOLEDO 25CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119537;1;SÃO PAULO;KIT POTE SILICONE DOBR ETNA VM 4PCS;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119539;1;SÃO PAULO;ACUCAREIRO SILICONE TRUDEAU COLOR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119542;1;SÃO PAULO;PRATO RASO CERAM P BRASIL BR 26,5CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119543;1;SÃO PAULO;PRATO FUNDO CERAM P BRASIL BR 22CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119545;1;SÃO PAULO;PRATO SOBR CERAM P BRASIL BR 20,5CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119547;1;SÃO PAULO;XICARA CAF C/PIR CERAM P BRASIL BR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119548;1;SÃO PAULO;BOWL CERAM P BRASIL BR 25,9X16,4CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119549;1;SÃO PAULO;GARRAFA VDO BORMIOLI OXFORD LAR 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119551;1;SÃO PAULO;GARRAFA VDO BORMIOLI OXFORD TURQ 1L;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119553;1;SÃO PAULO;GARRAFA VIDO OXFORD BORMIOLI CZ 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119554;1;SÃO PAULO;GARRAFA VDO BORMIOLI OXFORD VDE 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119556;1;SÃO PAULO;GARRAFA VDO BORMIOLI OXFORD VM 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119559;1;SÃO PAULO;COPO VDO BAIXO BORMIOLI TRANSP 390M;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119561;1;SÃO PAULO;COPO VDO LONG BORMIOLI TRANSP 470ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119562;1;SÃO PAULO;COPO VDO BAIXO BORMIOLI AZUL 390ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119564;1;SÃO PAULO;COPO VDO LONG BORMIOLI AZUL 470ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119566;1;SÃO PAULO;COPO VDO BAIXO BORMIOLI ROXO 390ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119568;1;SÃO PAULO;COPO VDO LONG BORMIOLI ROXO 470ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119569;1;SÃO PAULO;KIT PTE PLAST RUBBERMAID VM/TRA5PCS;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119571;1;SÃO PAULO;PORTA GUARDANAPO ETNA CHARMING BR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119575;1;SÃO PAULO;COPO VIDRO BORGONOVO DUCAVLE 490ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119576;1;SÃO PAULO;JARRA VIDRO BORGONOVO VENEZIA 1,5L;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119577;1;SÃO PAULO;POTE GOURMET VIDRO BORGONOVO 500ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119578;1;SÃO PAULO;POTE GOURMET VIDRO BORGONOVO 750ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119579;1;SÃO PAULO;POTE GOURMET VIDRO BORGONOVO 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119582;1;SÃO PAULO;POTE GOURMET VIDRO BORGONOVO 1,7LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119583;1;SÃO PAULO;PANELA WOK ACO CARB ETNA LAURA PR D;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119585;1;SÃO PAULO;JARRA VIDRO BORGONOVO IGLOO 500ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119588;1;SÃO PAULO;JARRA VIDRO BORGONOVO IGLOO 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119590;1;SÃO PAULO;JG TALHER ETNA DIAMOND INC 24PCS;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119600;1;SÃO PAULO;ESPATULA SILICONE RETA ETNA WELL VM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119603;1;SÃO PAULO;ESPATULA SILICONE ETNA WELL VERMELH;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119609;1;SÃO PAULO;PINCEL SILICONE ETNA WELL VERMELHO;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119611;1;SÃO PAULO;PEGADOR SILICONE MASSA ETNA WELL VM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119612;1;SÃO PAULO;CONCHA SILICONE ETNA WELL VERMELHO;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119614;1;SÃO PAULO;BATEDOR SILICONE ETNA WELL VERMELHO;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119616;1;SÃO PAULO;T MESA JACQUARD NEO BGE 160X240;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119617;1;SÃO PAULO;T MESA JACQUARD NEO BCO 160X240;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119620;1;SÃO PAULO;PEGADOR SILICONE BASIC ETNA VM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119622;1;SÃO PAULO;T MESA JACQUARD NEO BCO 160X270;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119625;1;SÃO PAULO;CUSCUZEIRA ALUMINIO NIGRO PRATA;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119628;1;SÃO PAULO;PANELA PRESSAO ALUMINIO NIGRO PRAT;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119631;1;SÃO PAULO;T MESA JACQUARD MARMORE KAK 160X160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119632;1;SÃO PAULO;T MESA JACQUARD MARMORE BCO 160X160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119637;1;SÃO PAULO;TRAV VDO QUAD BORM FORNOVER 22X22CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119638;1;SÃO PAULO;T MESA JACQUARD NEO BEGE D160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119641;1;SÃO PAULO;T MESA JACQUARD NEO BRANCO D160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119643;1;SÃO PAULO;GARRAFA VDO BORMIOLI OXFORD TRA 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119644;1;SÃO PAULO;T MESA JACQUARD MARMORE KAKI D160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119646;1;SÃO PAULO;T MESA JACQUARD MARMORE BCO D160;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119647;1;SÃO PAULO;SALADEIRA OPAL BORMIOLI TOLEDO 23CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119648;1;SÃO PAULO;T MESA JACQUARD MARMORE KAK 160X240;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119649;1;SÃO PAULO;T MESA JACQUARD MARMORE BCO 160X240;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119650;1;SÃO PAULO;JG COPO VIDRO LUMINARC 310ML 6PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119651;1;SÃO PAULO;ESPREMEDOR BATATA SOFT FARBERWARE P;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119652;1;SÃO PAULO;POTE VIDRO LUMINARC MANIA 1LT;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119653;1;SÃO PAULO;DESCASCADOR EURO SOFT FARBERWARE PR;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119654;1;SÃO PAULO;POTE VIDRO LUMINARC MANIA 750ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119655;1;SÃO PAULO;KIT FACA FARBERWARE COLORS 3PCS;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119656;1;SÃO PAULO;LUGAR AMER COLORS AMARELO 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119658;1;SÃO PAULO;QUADRO CHEFS MAD ETNA COLOR 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119659;1;SÃO PAULO;QUADRO COFFE MAD ETNA COLOR 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119660;1;SÃO PAULO;PORTA TALHER GAVETA LOIRE PLASTICO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119661;1;SÃO PAULO;QUADRO LOVE MAD ETNA COLOR 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119662;1;SÃO PAULO;LUGAR AMER COLORS ROXO 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119663;1;SÃO PAULO;QUADRO MENU MAD ETNA COLOR 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119665;1;SÃO PAULO;LUGAR AMER ROUND PRETO D38;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119666;1;SÃO PAULO;VELA ESSENTIAL ETNA VICTORIA BR 7CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119667;1;SÃO PAULO;LUGAR AMER ISIS AZUL 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119668;1;SÃO PAULO;QUADRO BEER TOMORROW COLOR 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119669;1;SÃO PAULO;LANTERNA MEDITERRANEO NAT 32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119670;1;SÃO PAULO;LANTERNA MEDITERRANEO BRANCO 32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119672;1;SÃO PAULO;LANTERNA MEDITERRANEO AMARELO 32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119673;1;SÃO PAULO;LANTERNA MEDITERRANEO VERMELHO 32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119674;1;SÃO PAULO;LUGAR AMER ISIS AMARELO 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119675;1;SÃO PAULO;LUGAR AMER BASIC BRANCO 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119676;1;SÃO PAULO;JG TACA VINHO BORGONOVO 310ML 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119677;1;SÃO PAULO;LANTERNA MEDITERRANEO AZUL 32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119678;1;SÃO PAULO;LUGAR AMER BASIC VDE 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119679;1;SÃO PAULO;PORTA RETRATO MATRIX UMBRA CRO 12,7;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119680;1;SÃO PAULO;LUGAR AMER BASIC PRETO 30X45;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;June-2019;PA; -   
1119681;1;SÃO PAULO;PORTA RETRATO MATRIX UMBRA PTO 12,7;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119682;1;SÃO PAULO;CJ FACA C/CEPO PRO ETNA VM 5PCS;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119683;1;SÃO PAULO;VASO SQUARE SOLITARIO TRANSPARENTE;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119684;1;SÃO PAULO;KIT FACA CHURRASCO ETNA BBQ PRETO;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119685;1;SÃO PAULO;JG COPO BORGONOVO DUCALE 490ML 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119686;1;SÃO PAULO;VASO SQUARE SOLITARIO TRANSPARENTE;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119687;1;SÃO PAULO;JG COPO BORMIOLI DOTS 390ML 6PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119689;1;SÃO PAULO;VASO GARRAFA ELEGANTE TRANSP 37CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119690;1;SÃO PAULO;KIT GARFO CHURRASCO ETNA BBQ PRETO;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119691;1;SÃO PAULO;JG COPO BORMIOLI MODULO 390ML 6PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119692;1;SÃO PAULO;FRIGID ANTIAD ETNA ESS GRAFITE 18C;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119693;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS BR 600ML;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119694;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS VM 600ML;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119696;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS PR 600ML;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119697;1;SÃO PAULO;MINI ORGANIZADOR COZA DUE BRANCO;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119698;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS BR 1LT;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119699;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS VM 1LT;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119700;1;SÃO PAULO;GARRAFA TERMICA JUG HELIOS PR 1LT;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119702;1;SÃO PAULO;SACOLA RETORN LAMINADA COLOR 35X40C;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119703;1;SÃO PAULO;GARRAFA TERMICA JUG SHI HEL CR 1LT;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119704;1;SÃO PAULO;JG CABIDE MADEIRA ETNA TENDAI 8UN;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119705;1;SÃO PAULO;PTE RED FRIG BORMIOLI EVOLUT 500ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119706;1;SÃO PAULO;PTE QDR FRIG BORMIOLI EVOLUT 1400ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119707;1;SÃO PAULO;PTE QDR FRIG BORMIOLI EVOLUT 1000ML;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119708;1;SÃO PAULO;PRATO RSO VIDRO PRIMA 23CM OPAL BR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119709;1;SÃO PAULO;PRATO SOBR VIDRO PRIMA 20CM OPAL BR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119710;1;SÃO PAULO;VASO DUBLIN TRANSP 50CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119711;1;SÃO PAULO;PORTA TALHER ACO INOX ETNA STEEL;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119712;1;SÃO PAULO;CESTO ROUPA ETNA EMIR BEGE 58CM;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119713;1;SÃO PAULO;CJ CESTO ETNA HALF BRANCO 3PCS;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119714;1;SÃO PAULO;VASO BUBBLE VIDRO VINHO 30CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119715;1;SÃO PAULO;BOWL VIDRO PRIMA 12CM OPAL BR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119717;1;SÃO PAULO;CJ CESTO ETNA HALF MARROM ESC 3PCS;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119719;1;SÃO PAULO;VASO BUBBLE VIDRO INCOLOR 30CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;June-2019;PA; -   
1119722;1;SÃO PAULO;PORTA GUARD A O INOX BELI 13X18,5CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119723;1;SÃO PAULO;CESTO LIV ROTHO BR 29,5X29,5X39,5;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119724;1;SÃO PAULO;ORG COMP ROTHO TR 39,5X27,5X27;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119726;1;SÃO PAULO;FRUTEIRA DE MESA BOX 32X32X8CM;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119727;1;SÃO PAULO;ACUCAR C/COLHER JORNADA CAP 300GR;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119728;1;SÃO PAULO;JG CABIDE TINTUREIRO BR 39X4X18CM;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119729;1;SÃO PAULO;MANTEGUEIRA LYON 7,5X16CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119730;1;SÃO PAULO;KIT COPO DUBAI 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119731;1;SÃO PAULO;CACAR ANTIAD ETNA ESS GRAFITE 24CM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119733;1;SÃO PAULO;KIT BOWL MARROCOS 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119734;1;SÃO PAULO;KIT BOWL SPRING 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119735;1;SÃO PAULO;KIT COPO SPRING 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119736;1;SÃO PAULO;KIT PRATO RASO SPRING 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119737;1;SÃO PAULO;KIT PRATO RASO MARROCOS 4PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119738;1;SÃO PAULO;KIT JARRAS COPO DUBAI 5PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119739;1;SÃO PAULO;KIT JARRAS COPO SPRING 5PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119740;1;SÃO PAULO;JG TACA COPOS RESTAURANT CRYSTAL 8P;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119741;1;SÃO PAULO;FRIGID ANTIAD ETNA ESS VM 18CM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119743;1;SÃO PAULO;JG POTE GELO BORMIOLI 4PCS;BAZAR;CASA;CHURRASCO E ARMAZEN;JARDIM PAULISTA;June-2019;PA; -   
1119744;1;SÃO PAULO;CACAR ANTIAD ETNA ESS GRAFITE 20CM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119745;1;SÃO PAULO;PANELA ANTIAD ETNA ESS GRAFITE 18CM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119746;1;SÃO PAULO;CABIDE ADULTO KER ACRILICO TRANSP;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119747;1;SÃO PAULO;KIT JARRAS COPO MARROCOS 5PCS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
1119748;1;SÃO PAULO;CESTO FLEX TRICO RET. BCO 3L;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA; -   
1119750;1;SÃO PAULO;PANELA ANTIAD ETNA ESS VM 18CM;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA; -   
1119751;1;SÃO PAULO;BOLEIRA RETRO COZA TRANSPARENTE D22;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA; -   
